Time Step,elbow_target_x,elbow_actual_x,elbow_target_y,elbow_actual_y,elbow_target_z,elbow_actual_z
0,-0.014225315506483703,0.0027854587678579103,0.24313216041292118,0.1915149383993886,-0.37657806726291965,-0.2799820461763551
1,-0.01605403513615853,0.0027854587678579103,0.24474632423442974,0.1915149383993886,-0.3889101103995874,-0.2799820461763551
2,-0.01115613928073988,0.007915642834051722,0.24521550399163455,0.1915149383993886,-0.3974698426996723,-0.27988398946736803
3,-0.0049040486023578765,0.014800129600343173,0.24512852951823685,0.19190588482575735,-0.4020968407123254,-0.27960208112037366
4,-0.010093965592730363,0.027220920887866547,0.2460371561711004,0.1953752838719131,-0.40790383606389424,-0.2786218365263442
5,-0.015705739616814277,0.027220920887866547,0.24668075171307513,0.1953752838719131,-0.41214833860810335,-0.2786218365263442
6,-0.018832863701058297,0.03229920207719445,0.2470471974072821,0.20182283503274942,-0.4149894845368978,-0.277879438096749
7,-0.015067352177199924,0.031029305029231347,0.24551035873237723,0.20353150104676068,-0.41636315627427284,-0.2779461831161285
8,-0.013467592043969688,0.0259379301403412,0.24553742270291495,0.20182283503274942,-0.4165761922998858,-0.27854522855691355
9,-0.012258159980953774,0.0259379301403412,0.24563729051598387,0.20182283503274942,-0.41826199332365366,-0.27854522855691355
10,-0.006619457374673488,0.02293361236179776,0.24528033666547017,0.19791575869567654,-0.4190454233870741,-0.278946930774136
11,-0.007572674167693332,0.024202049445573328,0.24551806983834068,0.19664558970712623,-0.4201875788333417,-0.27887290463592657
12,-0.0019137033381158319,0.02808741387293633,0.2452038528252462,0.19879501254187598,-0.4211606874876955,-0.2784488192403025
13,0.0003931951841812165,0.028901938249450296,0.24510462231347682,0.20182283503274942,-0.4216758627494255,-0.27825329923868536
14,-0.0009129036966989487,0.028901938249450296,0.24519636828430136,0.20182283503274942,-0.42144903320492966,-0.27825329923868536
15,-0.0013681305117623963,0.02889818690168135,0.2452962443493264,0.20265281757137654,-0.42177773352510756,-0.2782171831524807
16,-0.0003640973974730659,0.02633019273631375,0.2452765222412877,0.20094391670269904,-0.4220716964769876,-0.27854434411359524
17,0.0042588935437672506,0.024634853116827653,0.24491937786336254,0.19879501254187598,-0.42196620390757883,-0.2787754863080694
18,0.01336686213577627,0.025513904460021754,0.24421562937776678,0.19752495361534544,-0.4212260126331534,-0.27873359279479
19,0.020423929426026655,0.025513904460021754,0.24365656356553966,0.19752495361534544,-0.4204800344005286,-0.27873359279479
20,0.026326433014098725,0.029350681007371347,0.24318735002848602,0.19879501254187598,-0.41982424124235995,-0.278318496113341
21,0.031285433269537415,0.033612610934186264,0.24279167929993078,0.20094391670269904,-0.4192444380900786,-0.27775964982947293
22,0.035935749870330554,0.038686925132993474,0.24241206061934367,0.20265281757137654,-0.41808875958285735,-0.27702568117642024
23,0.03987687554368487,0.04380195657762192,0.24263047395166631,0.20309217546088934,-0.4169403653542519,-0.27624261717134346
24,0.0392955831656316,0.04380195657762192,0.24300719946298405,0.20309217546088934,-0.41509907922182476,-0.27624261717134346
25,0.03929619906225781,0.048866603257444886,0.24328382253524244,0.20182283503274942,-0.4129023009356035,-0.2754492251901753
26,0.036645828315736165,0.052666491474765216,0.24375732025917443,0.20094391670269904,-0.4101899826316479,-0.27478440887892985
27,0.03812128276974688,0.05563680344028608,0.24388285645729169,0.20094391670269904,-0.40737586593054353,-0.27419842594397104
28,0.0367958143922453,0.05814725342891754,0.24418445003227016,0.20353150104676068,-0.40435496278308425,-0.27356131926516
29,0.037089118506799065,0.05814725342891754,0.24434135260759599,0.20353150104676068,-0.4012684176178036,-0.27356131926516
30,0.03743344145133489,0.06016423107171414,0.24445361760459305,0.2065082171899263,-0.39797255715414254,-0.27296106693951727
31,0.03925784391785046,0.06308388750202273,0.24447362635767458,0.20865421453653768,-0.3948708333556177,-0.272162531252296
32,0.043073385659554514,0.06724195912492453,0.24474621462532253,0.20953181264835516,-0.3917719876112817,-0.27110335156119253
33,0.04680308134679316,0.07345376885074534,0.24492585536802866,0.21036047845243927,-0.38877341569521323,-0.26942530460001163
34,0.04933795993940796,0.07345376885074534,0.24474776332701528,0.21036047845243927,-0.38605102916257433,-0.26942530460001163
35,0.05333925289958366,0.08076566254329097,0.24446753691591067,0.21420886901045844,-0.3833191554925929,-0.2670034427028568
36,0.056810943458925595,0.08796915054327788,0.24416347205160527,0.2184902324730986,-0.38048834250369057,-0.26429100477754236
37,0.06023358531277703,0.09310130513271518,0.24457785925410913,0.22150267182379763,-0.37781793170737504,-0.26218262461602443
38,0.0637157638039466,0.09858325609276909,0.2453259375180003,0.2244629252893932,-0.3756558497717366,-0.25979539718525657
39,0.06929103723181995,0.09858325609276909,0.2461382986284976,0.2244629252893932,-0.37398722700033454,-0.25979539718525657
40,0.0742336851153852,0.10292654740210895,0.24756464727146676,0.2253357113580324,-0.37241470031801677,-0.2579874286524505
41,0.07890283482842286,0.10126803089548847,0.24878814635758317,0.2270317892719943,-0.3714017098324853,-0.2584055581868645
42,0.07679161754553708,0.09040029553556851,0.25095695861137,0.22916203326541634,-0.37121805578147443,-0.2620956346786423
43,0.11019663571043246,0.09040029553556851,0.24927188515129076,0.22916203326541634,-0.36690489415601824,-0.2620956346786423
44,0.1408709490089937,0.07690209716498922,0.24771688954729204,0.2321597916665822,-0.3628086540936132,-0.26591092384153187
45,0.16605133794772722,0.06816303383010289,0.24650812807449102,0.23510438310836262,-0.35919253199261,-0.26780477113653206
46,0.1798174381578463,0.06444754532134671,0.24681405256249783,0.23553840625456746,-0.35719278516397546,-0.2686498975578568
47,0.1916844970099348,0.06242860077675201,0.24694865361948726,0.2342842588312554,-0.35563631396749995,-0.26933543068973176
48,0.19618050691377797,0.06242860077675201,0.2466385006024834,0.2342842588312554,-0.35546266595681963,-0.26933543068973176
49,0.19769195595761607,0.05989036650873536,0.2457207921665272,0.23553840625456746,-0.35582252278024673,-0.2697024240811405
50,0.20038308131484894,0.05497855847301607,0.24475695584985474,0.2342842588312554,-0.3564748009725872,-0.27095435506371834
51,0.20045005097257276,0.05139189687466193,0.2434789112059558,0.22872648532556134,-0.35808362533994403,-0.27250528851740324
52,0.19687096685319888,0.04974669362283524,0.2411315013351888,0.22790352382196724,-0.3609216990083453,-0.27292597779521344
53,0.19253660619224913,0.05136909630637113,0.2387040587382323,0.2295974845768473,-0.3638108759213292,-0.27238438861258757
54,0.18828462994977016,0.05136909630637113,0.23617980291507434,0.2295974845768473,-0.3671053811673291,-0.27238438861258757
55,0.184456126505711,0.05138055997872861,0.2341338623917487,0.22916203326541634,-0.37024907480232927,-0.2724451746806882
56,0.18136558320147658,0.05060781465921096,0.23250057072525127,0.22577197414964434,-0.37339337134713985,-0.27305533314853264
57,0.17616506936819998,0.05106707960046404,0.23110054164709753,0.2244629252893932,-0.3758196927033911,-0.27313817045879474
58,0.1712834916070811,0.051835820673373625,0.2301020829526652,0.22620814867746603,-0.3782762308210236,-0.2727673324730591
59,0.1666194034284826,0.051835820673373625,0.22917896873345478,0.22620814867746603,-0.3808955636018545,-0.2727673324730591
60,0.1604074147863659,0.05098467597873808,0.2287263037418745,0.22790352382196724,-0.3833254475876033,-0.27269742517526757
61,0.15674949509655406,0.05098467597873808,0.22821822284491594,0.22790352382196724,-0.38610022137500377,-0.27269742517526757
62,0.15274725981438947,0.05226421847122673,0.22778591934742212,0.22620814867746603,-0.3886938456317593,-0.2726855724766941
63,0.14950042181074788,0.05226421847122673,0.22706514880071088,0.22620814867746603,-0.39131339389002906,-0.2726855724766941
64,0.14474201536573925,0.05305556774401179,0.22648984945127665,0.22872648532556134,-0.39325987127017464,-0.27218627089860664
65,0.14013043332762354,0.052545343850718344,0.2260120575526738,0.2317249311748928,-0.39553126356881735,-0.2718418969880475
66,0.13713374578121726,0.05250886951395235,0.22578992922791036,0.23298091012879013,-0.39783967100688045,-0.2716531980059642
67,0.13369739274708747,0.05283110254635539,0.225630924192472,0.23635792032089895,-0.39997496750048345,-0.27103471701473536
68,0.13229409878853196,0.05223357388940757,0.22542708164421577,0.24145834210442324,-0.40254706002740936,-0.27022896363381177
69,0.1263857557593097,0.05223357388940757,0.22574469406473288,0.24145834210442324,-0.40368144843878717,-0.27022896363381177
70,0.1228133266895568,0.05243451527194485,0.22600367933426768,0.24735456399504316,-0.40550989437899115,-0.26900014051508353
71,0.11941917618862609,0.052259800547515535,0.22655093084223937,0.2515569372187945,-0.40721813519923555,-0.268103817069014
72,0.11765055623926117,0.05222462674773131,0.22701621244105466,0.25236711646587806,-0.40915418302288975,-0.2679233680454017
73,0.11491406980734993,0.052035207924599446,0.22754521810614084,0.2565520498513285,-0.4109947645521672,-0.266951609466641
74,0.11352418686288064,0.05222966207254887,0.2286238976996517,0.26114675939246884,-0.41310835765594,-0.26572580045554006
75,0.10986480299683078,0.05222966207254887,0.2303455240242673,0.26114675939246884,-0.4143609681425661,-0.26572580045554006
76,0.10696236478863554,0.05411127559045665,0.23221523756879334,0.2640729846408939,-0.4154520240895028,-0.2645470899487718
77,0.1003605125840139,0.0543882898378671,0.23451221806180275,0.2657210777256268,-0.41607337466477107,-0.26402316624982314
78,0.0999809282034329,0.056087775207242264,0.23677047040937818,0.27106924241317415,-0.4179586428679879,-0.2620723934466503
79,0.09409226010935491,0.056087775207242264,0.23946138315678175,0.27106924241317415,-0.4187997846033198,-0.2620723934466503
80,0.0907774191386883,0.056201949360729746,0.24188313298024977,0.27559468538966964,-0.4198837666905081,-0.2606048555209543
81,0.08189117709296603,0.05542509239625258,0.24450032236434335,0.28088179278876535,-0.42024447028152523,-0.2589759812653807
82,0.07847079732536366,0.05923771102937937,0.24730303924217004,0.2829129221537341,-0.4212257865827066,-0.25740645386014294
83,0.07222077833959843,0.06620604776288537,0.25008314045899305,0.2841105670739037,-0.42134888747526705,-0.25526449107670035
84,0.07001602146130155,0.06620604776288537,0.25287914987461335,0.2841105670739037,-0.422286647014835,-0.25526449107670035
85,0.0665224185113446,0.06639894660489166,0.2558895393612438,0.2905711043677847,-0.42295868616673016,-0.2527382694726007
86,0.06556672237616469,0.06232289493763762,0.25890851568381884,0.2925748731400938,-0.4239223786496371,-0.25297085240573836
87,0.06038344356933425,0.06405663619003699,0.26220791484972383,0.2985494132860387,-0.42372119300764277,-0.25002754295331947
88,0.05671480191293368,0.06746142508197868,0.26566602432222985,0.31146857676522854,-0.4241373940026186,-0.2430932763046695
89,0.055518151050240945,0.06746142508197868,0.26872455388379923,0.31146857676522854,-0.4245085366525661,-0.2430932763046695
90,0.05602078018618293,0.06489958837032854,0.2715916567157139,0.3168560135168841,-0.42537093936893433,-0.24103027872855737
91,0.05493798516913348,0.06540360296898458,0.2745789145862941,0.32630198954481693,-0.4256305364444945,-0.2356780353889604
92,0.055545806002688436,0.06540360296898458,0.2773808124052469,0.32630198954481693,-0.426387553696251,-0.2356780353889604
93,0.05894696329050377,0.06246107122671431,0.27990186820312135,0.3535105744402163,-0.4275935935095226,-0.21854726405846822
94,0.05693263356223862,0.06246107122671431,0.28270791891093394,0.3535105744402163,-0.427375523183096,-0.21854726405846822
95,0.053623490634517,0.06187889762435787,0.285418527033678,0.3610728636328585,-0.4270513282273074,-0.21284989395639278
96,0.0526791664410981,0.059254278983679604,0.287889814695253,0.3627700450394097,-0.4271904592495989,-0.2122249795834709
97,0.054131279663322186,0.053612391667807735,0.2903888172473912,0.36311594385035945,-0.4276544560122096,-0.21343987782149984
98,0.0535437327538032,0.049753458972710024,0.29316004068137036,0.3627700450394097,-0.4276319975653689,-0.21465112358739524
99,0.04895381639461289,0.049753458972710024,0.2962170496939004,0.3627700450394097,-0.42671838735163065,-0.21465112358739524
100,0.046319378858092605,0.047991482543116665,0.29893993773721295,0.363423050894581,-0.42590447736545894,-0.21452566984332974
101,0.041551844003635784,0.045534436543380234,0.3021439993500731,0.36445703756706505,-0.42409681792940773,-0.21422268118012286
102,0.044492542854864835,0.0414904584369825,0.30546562327160093,0.36711964533567487,-0.42330183805210225,-0.21285481694068797
103,0.041971312618750055,0.032404799158266925,0.30919648487626467,0.3691180550449411,-0.4214492113156203,-0.2127596092975117
104,0.042730789344955576,0.028355528979623682,0.31264691707885855,0.3700928140168497,-0.4190061714814004,-0.21251480493315786
105,0.0412532287317494,0.028355528979623682,0.31616072884769986,0.3700928140168497,-0.4165990243888008,-0.21251480493315786
106,0.038775025548816094,0.02784009336299443,0.3198282951262129,0.37173394727345127,-0.41366411845540835,-0.2111816791531647
107,0.03694517763251104,0.02550877360078089,0.3231391719032438,0.37564339070639025,-0.4101463083154272,-0.2080524788518961
108,0.0329404744691099,0.022679226199863234,0.32652663887455724,0.3813523361767658,-0.4059701903609713,-0.2031500335679752
109,0.031024527904494847,0.021559749811818515,0.33006795563666186,0.3860104556502931,-0.40270202308593167,-0.19878399951660164
110,0.027420127684443095,0.021559749811818515,0.33423516416779286,0.3860104556502931,-0.3984806504766364,-0.19878399951660164
111,0.02524853784436386,0.017753316776314927,0.339666162942805,0.38781704458427435,-0.394239266249406,-0.19736574326712075
112,0.021246139826901624,0.010085577476918225,0.3455626883139251,0.38933297616975815,-0.389013884316242,-0.19637883220516336
113,0.017506240969268564,0.006979013377441835,0.35205969238588763,0.39175431127049254,-0.38362146462168834,-0.1940270374356283
114,0.015451417519243166,0.005911201645732005,0.3594602921627793,0.3973267791495086,-0.37768128153180514,-0.18809748627399145
115,0.011246384168426982,0.003977436385901181,0.36660322753475166,0.40493157872135566,-0.3712836188641054,-0.17941180693628225
116,0.007878183243765621,0.003977436385901181,0.37334402454481674,0.40493157872135566,-0.3657996522323665,-0.17941180693628225
117,0.003948949670045939,0.003550795689596129,0.38014776437684183,0.41061292075394773,-0.3607709874997134,-0.1723871545283555
118,-0.0017837663193313112,-0.0001466079877624877,0.38775946812780426,0.4139996998815824,-0.35573238764376164,-0.16800033618733906
119,-0.005951791572909927,-0.0024023356620967475,0.3945548506943558,0.4170406826330646,-0.35057264534823973,-0.16384980077155625
120,-0.012700810727196615,-0.0024023356620967475,0.4019885140114935,0.4170406826330646,-0.34478035720716976,-0.16384980077155625
121,-0.01583099962955531,-0.0025632218463481978,0.4081676332699563,0.42003328382326327,-0.33823382884457875,-0.1596186650340505
122,-0.018723323095695223,-0.003423038321397339,0.4147727299187085,0.42434751146764693,-0.33083676755670516,-0.1531976719064991
123,-0.019716462809472843,-0.003491082108705777,0.42144202194922153,0.4282527863994215,-0.32328474373578053,-0.1470490466430229
124,-0.020029429046976573,-0.0038044817284014665,0.4272014814284641,0.4315779826944257,-0.31559836189577695,-0.14151185178659068
125,-0.021692881242447372,-0.0038044817284014665,0.4330959870786186,0.4315779826944257,-0.307451057405255,-0.14151185178659068
126,-0.021766040671336417,-0.004270617856566295,0.43949914090151154,0.4347749634278719,-0.2992705109625766,-0.13589326363733845
127,-0.02479889364855446,-0.004501449675056503,0.4463501827008582,0.437842031828078,-0.29061940199558584,-0.13020777323244923
128,-0.024256495318632613,-0.004289377375794329,0.45303222266582066,0.44097288012929803,-0.28241963318935953,-0.12407342455712676
129,-0.026549226475522287,-0.0006001982976825722,0.4602799433243438,0.4470876041135548,-0.2741884992209932,-0.11093062504626751
130,-0.02610577387248065,-0.0006001982976825722,0.46620994909524455,0.4470876041135548,-0.26526027030450977,-0.11093062504626751
131,-0.02474921307427094,0.007015864990373937,0.47223759340045396,0.4542804143985059,-0.25618642888058074,-0.09223144910382161
132,-0.02428515026695702,0.012123310363079785,0.47876961016684005,0.46025580452248,-0.2474678187639486,-0.07221374846763973
133,-0.02323367436891738,0.013376752113292855,0.4856527976228969,0.4648275996302331,-0.238344465083948,-0.051873432355916106
134,-0.023860452778100845,0.011042821441753364,0.4927543545794522,0.4673627621111605,-0.22973262113873497,-0.03671449698243641
135,-0.027112182131000577,0.011042821441753364,0.49937039478600803,0.4673627621111605,-0.22103109147161148,-0.03671449698243641
136,-0.028224318755693558,0.00853915716278148,0.5057152596840319,0.46840942707464656,-0.21253475521475204,-0.028552998282428823
137,-0.030021733130218154,0.007040552470390822,0.5119236220903316,0.4688740535727974,-0.20328862395923986,-0.024076811765435604
138,-0.030953427436637194,0.004952156418532607,0.5173844561736187,0.4694320349378882,-0.19485598460398693,-0.01712349255488563
139,-0.030668289882744455,0.002565537201198415,0.5225000621457572,0.46984767646906006,-0.18686685836952627,-0.008871076244603105
140,-0.028675975466544247,0.002565537201198415,0.5272447095209402,0.46984767646906006,-0.17940445789813103,-0.008871076244603105
141,-0.028896815192259038,-0.0010016232404788104,0.5322187837936841,0.469976011720722,-0.17189616003807281,0.003525565464189781
142,-0.027467999819187752,-0.004675507245244126,0.5363091589103692,0.4694596899538786,-0.1649193100491784,0.0167457852273858
143,-0.02631390592302629,-0.008100369997888842,0.5400685101804126,0.46822218040257346,-0.15802251116216423,0.030443428485227998
144,-0.02709570203341585,-0.008100369997888842,0.5436037558083711,0.46822218040257346,-0.15131170564451174,0.030443428485227998
145,-0.024211640131405778,-0.010092971789879219,0.5465592538124902,0.46706722093931147,-0.14548878285721642,0.03913932806545717
146,-0.024158090977935077,-0.010451677866633254,0.5494498447510224,0.4666136244110317,-0.1393748651035019,0.04213864283487117
147,-0.021365621765383484,-0.010692546224664578,0.5516600599988095,0.46627206437820307,-0.1344751540504569,0.044265290007402404
148,-0.021483630444472608,-0.010807986884340075,0.5539343083541469,0.465988733196848,-0.1295513731214997,0.04597180187796626
149,-0.018300592100035297,-0.010807986884340075,0.5552518053818232,0.465988733196848,-0.1254688741123481,0.04597180187796626
150,-0.015504326242250335,-0.011998777050417787,0.556713725005003,0.4649114087682385,-0.12186398982752009,0.051766269697138524
151,-0.01251997806130465,-0.013251308239425962,0.5579415783206852,0.46334171086998016,-0.11867638879651471,0.05923438130525125
152,-0.011353517394677406,-0.014862972869514633,0.5593617915828545,0.4612397077801099,-0.11592717966486163,0.06788308302398088
153,-0.011351192428841906,-0.01599746352172886,0.5604114158556897,0.4592205232798242,-0.11300688739823392,0.07526214855960874
154,-0.00998074029119242,-0.01599746352172886,0.5607972543687825,0.4592205232798242,-0.1107859971985179,0.07526214855960874
155,-0.008672218291217604,-0.01635667178462858,0.5606072472013146,0.45800704829267835,-0.10878249880323668,0.07940202361134087
156,-0.007424060630355368,-0.0161092631542905,0.5601749865547682,0.45763640958840773,-0.10698163872385943,0.0806922790807888
157,-0.005437865727977058,-0.015982492196831267,0.5595979752611495,0.45763640958840773,-0.10528323111273147,0.08071748389168429
158,-0.003313472274214539,-0.01586977378548126,0.5588690975830226,0.45763640958840773,-0.10384241460284858,0.08073972097192149
159,-0.0017778823392241648,-0.01586977378548126,0.5581089873563498,0.45763640958840773,-0.10253244824522972,0.08073972097192149
160,-0.002474478099493786,-0.015742928601962452,0.5575757993694523,0.45763640958840773,-0.10108731969001711,0.08076454953542178
161,-0.002015614532171295,-0.01556823874965793,0.5568204746743094,0.4575068271409298,-0.1000314348719165,0.08122639580349729
162,0.0001734547925821654,-0.015369276698581241,0.5554835211663987,0.4569966238333884,-0.09944311817708751,0.08292519638405789
163,0.0007303827663164657,-0.01611474124051742,0.5544860434234389,0.4556698536919878,-0.09942664295496714,0.0869473631229205
164,0.001256310029435633,-0.01611474124051742,0.5537082726772848,0.4556698536919878,-0.09964266294926176,0.0869473631229205
165,0.0011946167117370622,-0.017007624150745783,0.5525481850677669,0.45398851996488104,-0.0996974393029345,0.09176492819971367
166,-0.0004588405478383055,-0.018173095833883407,0.5517542283885906,0.4510153038162828,-0.09968984222943228,0.09970330867883026
167,-0.0012262413725575056,-0.018986219727755816,0.5506067296262404,0.44844248472282905,-0.099823798044072,0.10605190026934766
168,-0.004341687716542649,-0.01891459243620171,0.5502416634661633,0.44743483880255486,-0.09976227124333278,0.10848751985217013
169,-0.0056915965176348084,-0.018505450260642098,0.5494673059089552,0.44760750356854423,-0.09999232350186149,0.10814768798191386
170,-0.0048915518560224735,-0.018505450260642098,0.5480400169568189,0.44760750356854423,-0.10060733907720568,0.10814768798191386
171,-0.0038111646065959633,-0.018505450260642098,0.5469574677324054,0.44760750356854423,-0.10107681145205435,0.10814768798191386
172,-0.002546488774836853,-0.018335549509288788,0.5459952383821016,0.44760750356854423,-0.10171511488712773,0.10817662284142038
173,-0.0029415561973669276,-0.018505450260642098,0.5450108701601839,0.44760750356854423,-0.10176748216228847,0.10814768798191386
174,-0.002197586976290023,-0.018505450260642098,0.5440064442763282,0.44760750356854423,-0.10212899886372524,0.10814768798191386
175,-0.0017312826673295,-0.018335549509288788,0.5430255044420328,0.44760750356854423,-0.10251085555830633,0.10817662284142038
176,-0.003201557290273627,-0.017844472467287088,0.542267785431731,0.44760750356854423,-0.10293218558202868,0.10825871284818939
177,-0.002678055943428574,-0.01767439813400187,0.5412923276921051,0.44760750356854423,-0.10372093010665297,0.10828660930966158
178,-0.0014638407996857934,-0.016845293870383797,0.5401608822088679,0.4497394326172207,-0.10432912791525403,0.10320689520620563
179,-0.0005535615028635792,-0.016845293870383797,0.5390696955773518,0.4497394326172207,-0.10463936208631802,0.10320689520620563
180,-0.0020832442907720685,-0.016250057583630587,0.5382325407635562,0.45192432863236287,-0.10459128569227615,0.09762981972233019
181,-0.0037686543046487075,-0.016182486206644146,0.5374824274834386,0.4520794717884504,-0.10429768164775079,0.09722385307761987
